_key,code_a,desc_a,code_b,desc_b,n_both,lift,odds_ratio,or_adjusted,confounding_ratio,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,code_pairs_in_group,max_lift_in_group
Muscle disorders | Other nervous system disorders (neither hereditary nor degenerative),G92,Toxic encephalopathy,M6282,Rhabdomyolysis,5136,7.725712562812478,8.945566297089279,7.149277400947916,1.251254608738947,Nervous,Musculoskeletal,Other nervous system disorders (neither hereditary nor degenerative),Muscle disorders,1,7.725712562812478
Diabetes mellitus with complication | Pressure ulcer of skin,E1169,Type 2 diabetes mellitus with other specified complication,L89154,"Pressure ulcer of sacral region, stage 4",1516,8.854531615906367,9.766235586473904,7.144374244438718,1.366982642892214,Endocrine/metabolic,Skin,Diabetes mellitus with complication,Pressure ulcer of skin,1,8.854531615906367
Other specified and unspecified diseases of kidney and ureters | Postthrombotic syndrome and venous insufficiency/hypertension,I871,Compression of vein,N2581,Secondary hyperparathyroidism of renal origin,585,8.004235119768026,8.662292140575888,7.132199043894335,1.2145331457050992,Circulatory,Genitourinary,Postthrombotic syndrome and venous insufficiency/hypertension,Other specified and unspecified diseases of kidney and ureters,1,8.004235119768026
Nonspecific chest pain | Other specified bone disease and musculoskeletal deformities,M940,Chondrocostal junction syndrome [Tietze],R0789,Other chest pain,506,8.210219499081061,8.955703906968216,7.122231199577933,1.257429540829696,Musculoskeletal,Symptoms/signs,Other specified bone disease and musculoskeletal deformities,Nonspecific chest pain,1,8.210219499081061
Circulatory signs and symptoms | Other specified complications in pregnancy,O26893,"Oth pregnancy related conditions, third trimester",R030,"Elevated blood-pressure reading, w/o diagnosis of htn",1129,11.380965400117924,12.334551131754004,7.118672176931761,1.7327039123566377,Pregnancy/childbirth,Symptoms/signs,Other specified complications in pregnancy,Circulatory signs and symptoms,1,11.380965400117924
Diverticulosis and diverticulitis | Nutritional anemia,D500,Iron deficiency anemia secondary to blood loss (chronic),K5731,Dvrtclos of lg int w/o perforation or abscess w bleeding,1158,9.2224410265796,10.065571319600789,7.11056309359641,1.4155800584436953,Blood/immune,Digestive,Nutritional anemia,Diverticulosis and diverticulitis,1,9.2224410265796
Mental and substance use disorders in remission | Other specified and unspecified disorders of stomach and duodenum,F1021,"Alcohol dependence, in remission",K3189,Other diseases of stomach and duodenum,814,10.236722386636796,10.917222281412696,7.095738419678079,1.538560419749519,Mental/behavioural,Digestive,Mental and substance use disorders in remission,Other specified and unspecified disorders of stomach and duodenum,1,10.236722386636796
Acute and unspecified renal failure | Peritonitis and intra-abdominal abscess,K652,Spontaneous bacterial peritonitis,N170,Acute kidney failure with tubular necrosis,879,8.265622545534073,9.3179587139765,7.083020805280075,1.3155345678259731,Digestive,Genitourinary,Peritonitis and intra-abdominal abscess,Acute and unspecified renal failure,1,8.265622545534073
Diseases of white blood cells | Encounter for antineoplastic therapies,D709,"Neutropenia, unspecified",Z5111,Encounter for antineoplastic chemotherapy,1128,11.713418278341464,12.712325096981395,7.08086279898116,1.7953073598333988,Blood/immune,Factors/status,Diseases of white blood cells,Encounter for antineoplastic therapies,1,11.713418278341464
Fever | Viral infection,B349,"Viral infection, unspecified",R509,"Fever, unspecified",887,9.46907525063775,10.20007882455893,7.030546995882217,1.450822934621318,Infectious,Symptoms/signs,Viral infection,Fever,1,9.46907525063775
"Chronic obstructive pulmonary disease and bronchiectasis | Effect of foreign body entering opening, initial encounter",J440,Chr obstructive pulmon disease with (acute) lower resp infct,T17890A,"Oth foreign object in oth prt resp tract cause asphyx, init",932,7.753184612187203,9.440108281898144,7.000273851501473,1.3485341405427098,Respiratory,Injury/poisoning,Chronic obstructive pulmonary disease and bronchiectasis,"Effect of foreign body entering opening, initial encounter",2,7.837423300151484
Endocrine system cancers - pancreas | Other aftercare encounter,C259,"Malignant neoplasm of pancreas, unspecified",Z515,Encounter for palliative care,2914,7.874341809430454,9.984190412309031,6.981056085029514,1.4301833835312645,Neoplasm,Factors/status,Endocrine system cancers - pancreas,Other aftercare encounter,1,7.874341809430454
Gastritis and duodenitis | Other specified diseases of veins and lymphatics,I8500,Esophageal varices without bleeding,K2970,"Gastritis, unspecified, without bleeding",760,8.095891094046076,8.772068215318292,6.96014965352294,1.260327529147054,Circulatory,Digestive,Other specified diseases of veins and lymphatics,Gastritis and duodenitis,1,8.095891094046076
Aortic and peripheral arterial embolism or thrombosis | Diabetes mellitus with complication,E1151,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene,I743,Embolism and thrombosis of arteries of the lower extremities,1199,8.630452262303766,10.384942398731445,6.95714071694252,1.4927026520307831,Endocrine/metabolic,Circulatory,Diabetes mellitus with complication,Aortic and peripheral arterial embolism or thrombosis,2,8.630452262303766
Chronic obstructive pulmonary disease and bronchiectasis | Pulmonary heart disease,I2781,Cor pulmonale (chronic),J441,Chronic obstructive pulmonary disease w (acute) exacerbation,3601,7.675034359529317,10.822625180818884,6.954009494185384,1.556314409675203,Circulatory,Respiratory,Pulmonary heart disease,Chronic obstructive pulmonary disease and bronchiectasis,2,8.802301694153048
Other specified and unspecified lower respiratory disease | Unacceptable PDX,J8410,"Pulmonary fibrosis, unspecified",Z9981,Dependence on supplemental oxygen,7789,8.48899924906243,11.490953470095272,6.931740955992543,1.6577297886703708,Respiratory,Factors/status,Other specified and unspecified lower respiratory disease,Unacceptable PDX,6,13.572668238984884
Asthma | Respiratory signs and symptoms,J45901,Unspecified asthma with (acute) exacerbation,R0603,Acute respiratory distress,1236,8.683937224057194,9.350707560734415,6.9285706784174,1.349586804369624,Respiratory,Symptoms/signs,Asthma,Respiratory signs and symptoms,1,8.683937224057194
Respiratory cancers | Unacceptable PDX,C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,Z923,Personal history of irradiation,4388,9.27003462691196,11.008992487267054,6.917811212646204,1.591398225372486,Neoplasm,Factors/status,Respiratory cancers,Unacceptable PDX,19,59.21683615616735
Abnormal findings without diagnosis | Other specified and unspecified liver disease,K761,Chronic passive congestion of liver,R791,Abnormal coagulation profile,566,8.751630805377273,9.358780453181248,6.913638952771569,1.353669249596764,Digestive,Symptoms/signs,Other specified and unspecified liver disease,Abnormal findings without diagnosis,1,8.751630805377273
Chronic kidney disease | Peritonitis and intra-abdominal abscess,I120,Hyp chr kidney disease w stage 5 chr kidney disease or ESRD,K659,"Peritonitis, unspecified",1073,7.833002083943924,8.831320455295026,6.910202968872621,1.2780117306360148,Circulatory,Digestive,Chronic kidney disease,Peritonitis and intra-abdominal abscess,1,7.833002083943924
Acute and unspecified renal failure | Pneumonia (except that caused by tuberculosis),J15212,Pneumonia due to Methicillin resistant Staphylococcus aureus,N170,Acute kidney failure with tubular necrosis,1128,8.124105305417231,9.15645125086042,6.90920626598156,1.3252537119847594,Respiratory,Genitourinary,Pneumonia (except that caused by tuberculosis),Acute and unspecified renal failure,3,10.407714981284894
Endocrine system cancers - pancreas | Unacceptable PDX,C259,"Malignant neoplasm of pancreas, unspecified",Z9221,Personal history of antineoplastic chemotherapy,1670,9.047323665182178,10.388303124349289,6.899804921278985,1.5055937440074254,Neoplasm,Factors/status,Endocrine system cancers - pancreas,Unacceptable PDX,5,73.77043119747114
Breast cancer - all other types | Unacceptable PDX,C50919,Malignant neoplasm of unsp site of unspecified female breast,Z9221,Personal history of antineoplastic chemotherapy,1666,9.19921011950946,10.588749457993847,6.899249268915064,1.534768355986502,Neoplasm,Factors/status,Breast cancer - all other types,Unacceptable PDX,9,27.600880667784555
Hypotension | Other specified and unspecified endocrine disorders,E2740,Unspecified adrenocortical insufficiency,I9589,Other hypotension,542,7.923867185968018,8.285632432787596,6.888928780139349,1.202746130381681,Endocrine/metabolic,Circulatory,Other specified and unspecified endocrine disorders,Hypotension,1,7.923867185968018
Hepatitis | Opioid-related disorders,B1920,Unspecified viral hepatitis C without hepatic coma,F1120,"Opioid dependence, uncomplicated",5966,9.053663805944243,10.675105446389557,6.883704433213073,1.550779169843989,Infectious,Mental/behavioural,Hepatitis,Opioid-related disorders,7,15.265786356351644
Other unspecified injury | Syncope,R55,Syncope and collapse,S0990XA,"Unspecified injury of head, initial encounter",1235,8.932243097239276,9.986865510809231,6.876026623395457,1.452418098095963,Symptoms/signs,Injury,Syncope,Other unspecified injury,1,8.932243097239276
Heart failure | Respiratory failure; insufficiency; arrest,I5033,Acute on chronic diastolic (congestive) heart failure,J9622,Acute and chronic respiratory failure with hypercapnia,15301,7.628865314423789,9.959334825173018,6.874653514728601,1.4487035315795391,Circulatory,Respiratory,Heart failure,Respiratory failure; insufficiency; arrest,3,8.43398331628223
Obsessive-compulsive and related disorders | Suicidal ideation/attempt/intentional self-harm,F429,"Obsessive-compulsive disorder, unspecified",R45851,Suicidal ideations,3005,9.518620094466748,12.070333754223004,6.859183960793935,1.7597332019691,Mental/behavioural,Symptoms/signs,Obsessive-compulsive and related disorders,Suicidal ideation/attempt/intentional self-harm,1,9.518620094466748
"Pleurisy, pleural effusion and pulmonary collapse | Postprocedural or postoperative circulatory system complication",I97190,Oth postproc cardiac functn disturb fol cardiac surgery,J9811,Atelectasis,725,8.076489892982014,9.46830785184276,6.847780819414937,1.382682667791887,Circulatory,Respiratory,Postprocedural or postoperative circulatory system complication,"Pleurisy, pleural effusion and pulmonary collapse",1,8.076489892982014
Hepatitis | Peritonitis and intra-abdominal abscess,B182,Chronic viral hepatitis C,K652,Spontaneous bacterial peritonitis,542,10.764373604682415,11.66334585062942,6.842152338425588,1.7046311268353334,Infectious,Digestive,Hepatitis,Peritonitis and intra-abdominal abscess,2,73.75943180414262
Other specified inflammatory condition of skin | Rheumatoid arthritis and related disease,L4050,"Arthropathic psoriasis, unspecified",M069,"Rheumatoid arthritis, unspecified",1281,8.534201827678366,9.75147401387027,6.816686201173179,1.430529985697743,Skin,Musculoskeletal,Other specified inflammatory condition of skin,Rheumatoid arthritis and related disease,1,8.534201827678366
Pituitary disorders | Secondary malignancies,C7931,Secondary malignant neoplasm of brain,E222,Syndrome of inappropriate secretion of antidiuretic hormone,1168,8.274549886165593,8.846765885273767,6.7955724833232924,1.3018426198799609,Neoplasm,Endocrine/metabolic,Secondary malignancies,Pituitary disorders,1,8.274549886165593
Aspiration pneumonitis | Sequela of cerebral infarction and other cerebrovascular disease,I69391,Dysphagia following cerebral infarction,J690,Pneumonitis due to inhalation of food and vomit,2638,8.885733646301771,10.745910686277991,6.794453267619518,1.5815710643695238,Circulatory,Respiratory,Sequela of cerebral infarction and other cerebrovascular disease,Aspiration pneumonitis,1,8.885733646301771
Thyroid disorders | Unacceptable PDX,E079,"Disorder of thyroid, unspecified",Z79890,Hormone replacement therapy,2149,9.238804569637429,10.714606471268976,6.790287520414887,1.5779311905505755,Endocrine/metabolic,Factors/status,Thyroid disorders,Unacceptable PDX,3,9.238804569637429
Male reproductive system cancers - prostate | Unacceptable PDX,C61,Malignant neoplasm of prostate,D630,Anemia in neoplastic disease,1724,9.272122244207877,10.124097975743648,6.760181016827031,1.4976075271569442,Neoplasm,Blood/immune,Male reproductive system cancers - prostate,Unacceptable PDX,1,9.272122244207877
Obesity | Postthrombotic syndrome and venous insufficiency/hypertension,E662,Morbid (severe) obesity with alveolar hypoventilation,I872,Venous insufficiency (chronic) (peripheral),2206,7.62397554575,8.329899507950069,6.750000977319293,1.234059007685984,Endocrine/metabolic,Circulatory,Obesity,Postthrombotic syndrome and venous insufficiency/hypertension,1,7.62397554575
Acute phlebitis; thrombophlebitis and thromboembolism | Aplastic anemia,D61818,Other pancytopenia,I81,Portal vein thrombosis,950,8.278243308758181,9.042468063278296,6.737036398986048,1.3422026433817733,Blood/immune,Circulatory,Aplastic anemia,Acute phlebitis; thrombophlebitis and thromboembolism,1,8.278243308758181
Coronary atherosclerosis and other heart disease | Other specified and unspecified liver disease,I255,Ischemic cardiomyopathy,K761,Chronic passive congestion of liver,1496,8.195253901947574,9.67479141940012,6.725390890845414,1.43854707873849,Circulatory,Digestive,Coronary atherosclerosis and other heart disease,Other specified and unspecified liver disease,1,8.195253901947574
