_key,code_a,desc_a,code_b,desc_b,n_both,lift,odds_ratio,or_adjusted,confounding_ratio,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,code_pairs_in_group,max_lift_in_group
Hepatitis | Other specified and unspecified liver disease,B1920,Unspecified viral hepatitis C without hepatic coma,K7460,Unspecified cirrhosis of liver,8021,11.999726101866932,15.109318413154956,11.538563044274024,1.3094627429065278,Infectious,Digestive,Hepatitis,Other specified and unspecified liver disease,19,109.91285360405476
Cardiac arrest and ventricular fibrillation | Fluid and electrolyte disorders,E874,Mixed disorder of acid-base balance,I469,"Cardiac arrest, cause unspecified",1863,13.266916276682746,14.85925817196331,11.423225651387554,1.3007935433857414,Endocrine/metabolic,Circulatory,Fluid and electrolyte disorders,Cardiac arrest and ventricular fibrillation,2,13.266916276682746
Fluid and electrolyte disorders | Hypotension,E861,Hypovolemia,I9589,Other hypotension,3249,12.220304416073644,14.592774329254432,11.408057342372226,1.2791638305545163,Endocrine/metabolic,Circulatory,Fluid and electrolyte disorders,Hypotension,2,12.220304416073644
Malaise and fatigue | Other specified connective tissue disease,M797,Fibromyalgia,R5382,"Chronic fatigue, unspecified",847,14.291809162565093,17.532390419209946,11.39917804417641,1.538039878951348,Musculoskeletal,Symptoms/signs,Other specified connective tissue disease,Malaise and fatigue,1,14.291809162565093
Hepatitis | Nutritional anemia,D539,"Nutritional anemia, unspecified",K7010,Alcoholic hepatitis without ascites,1420,10.167182326642772,11.152303166595932,11.389069729207211,0.9792110709442676,Blood/immune,Digestive,Nutritional anemia,Hepatitis,2,22.887224633779283
"Effect of other external causes, initial encounter | Muscle disorders",M6282,Rhabdomyolysis,T68XXXA,"Hypothermia, initial encounter",594,13.141509849104912,14.51257974268088,11.381364056954812,1.2751177864144216,Musculoskeletal,Injury/poisoning,Muscle disorders,"Effect of other external causes, initial encounter",1,13.141509849104912
Nervous system signs and symptoms | Transient cerebral ischemia,G459,"Transient cerebral ischemic attack, unspecified",R4701,Aphasia,3233,14.850926127567256,17.741471283321573,11.369715868641588,1.5604146566453518,Nervous,Symptoms/signs,Transient cerebral ischemia,Nervous system signs and symptoms,4,23.261958736598707
Breast cancer - all other types | Conditions due to neoplasm or the treatment of neoplasm,C50919,Malignant neoplasm of unsp site of unspecified female breast,G893,Neoplasm related pain (acute) (chronic),1023,13.739376675714343,15.205538730018104,11.351296968224306,1.339541972391611,Neoplasm,Nervous,Breast cancer - all other types,Conditions due to neoplasm or the treatment of neoplasm,5,14.793335424098167
Abdominal pain and other digestive/abdomen signs and symptoms | Paralysis (other than cerebral palsy),G8220,"Paraplegia, unspecified",R159,Full incontinence of feces,522,11.482483570195736,12.155791880127454,11.335215368763778,1.0723917883046952,Nervous,Symptoms/signs,Paralysis (other than cerebral palsy),Abdominal pain and other digestive/abdomen signs and symptoms,1,11.482483570195736
Epilepsy; convulsions | Neurodevelopmental disorders,F79,Unspecified intellectual disabilities,G40909,"Epilepsy, unsp, not intractable, without status epilepticus",4816,10.662912802810007,14.527814175583492,11.299986373203962,1.2856488225537852,Mental/behavioural,Nervous,Neurodevelopmental disorders,Epilepsy; convulsions,1,10.662912802810007
Coma; stupor; and brain damage | Nervous system signs and symptoms,G931,"Anoxic brain damage, not elsewhere classified",R532,Functional quadriplegia,633,12.186153062838452,12.998317180500464,11.299121769005238,1.150382963050837,Nervous,Symptoms/signs,Coma; stupor; and brain damage,Nervous system signs and symptoms,1,12.186153062838452
Conditions due to neoplasm or the treatment of neoplasm | Respiratory cancers,C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,G893,Neoplasm related pain (acute) (chronic),2522,13.59777022721934,15.57444981406572,11.288251547849509,1.3797043543942609,Neoplasm,Nervous,Respiratory cancers,Conditions due to neoplasm or the treatment of neoplasm,8,16.396072309169142
Gastrointestinal hemorrhage | Nutritional anemia,D500,Iron deficiency anemia secondary to blood loss (chronic),K922,"Gastrointestinal hemorrhage, unspecified",4831,12.227608717828248,14.605605057517185,11.271265916104474,1.2958264995459454,Blood/immune,Digestive,Nutritional anemia,Gastrointestinal hemorrhage,4,12.371638434010777
Cardiac arrest and ventricular fibrillation | Respiratory failure; insufficiency; arrest,I469,"Cardiac arrest, cause unspecified",J9602,Acute respiratory failure with hypercapnia,3785,12.487642708504406,14.84587012790201,11.244568653564317,1.3202703087411138,Circulatory,Respiratory,Cardiac arrest and ventricular fibrillation,Respiratory failure; insufficiency; arrest,6,17.83079208623982
Aplastic anemia | Noninfectious hepatitis,D61818,Other pancytopenia,K7581,Nonalcoholic steatohepatitis (NASH),3083,12.419917355602765,14.624469917105774,11.2197364466654,1.3034593091045636,Blood/immune,Digestive,Aplastic anemia,Noninfectious hepatitis,2,12.419917355602765
"Open wounds to limbs, initial encounter | Unacceptable PDX",S51812A,"Laceration without foreign body of left forearm, init encntr",Z915,Personal history of self-harm,613,17.92787274709949,21.51499232964179,11.207087817097952,1.9197665513798967,Injury,Factors/status,"Open wounds to limbs, initial encounter",Unacceptable PDX,1,17.92787274709949
Endocarditis and endocardial disease | Opioid-related disorders,F1110,"Opioid abuse, uncomplicated",I330,Acute and subacute infective endocarditis,787,15.136068514805023,16.48268181900149,11.203557846451252,1.471200670796055,Mental/behavioural,Circulatory,Opioid-related disorders,Endocarditis and endocardial disease,2,16.064218153855517
Blindness and vision defects | Cerebral infarction,H532,Diplopia,I639,"Cerebral infarction, unspecified",1111,12.135770113901051,13.553515200791596,11.170725719219575,1.2133065963182998,Eye/ear,Circulatory,Blindness and vision defects,Cerebral infarction,2,12.135770113901051
Chronic obstructive pulmonary disease and bronchiectasis | Respiratory signs and symptoms,J479,"Bronchiectasis, uncomplicated",R042,Hemoptysis,505,12.828652128136252,13.678930707688126,11.11900202849096,1.2302300757422016,Respiratory,Symptoms/signs,Chronic obstructive pulmonary disease and bronchiectasis,Respiratory signs and symptoms,2,17.299085337872324
Genitourinary signs and symptoms | Other specified and unspecified diseases of bladder and urethra,N3289,Other specified disorders of bladder,R338,Other retention of urine,2192,17.38332670605478,20.89747449252256,11.07943196404326,1.8861503514207567,Genitourinary,Symptoms/signs,Other specified and unspecified diseases of bladder and urethra,Genitourinary signs and symptoms,3,17.38332670605478
Blindness and vision defects | General sensation/perception signs and symptoms,H538,Other visual disturbances,R42,Dizziness and giddiness,1087,11.607696550014769,12.771610846439357,11.072189054599669,1.1534856191002,Eye/ear,Symptoms/signs,Blindness and vision defects,General sensation/perception signs and symptoms,2,12.341565163958236
Muscle disorders | Other specified and unspecified diseases of bladder and urethra,M62838,Other muscle spasm,N319,"Neuromuscular dysfunction of bladder, unspecified",912,12.20413905852961,13.36700872271849,11.064413021536048,1.2081082563259895,Musculoskeletal,Genitourinary,Muscle disorders,Other specified and unspecified diseases of bladder and urethra,1,12.20413905852961
Endocarditis and endocardial disease | Unacceptable PDX,I330,Acute and subacute infective endocarditis,R6521,Severe sepsis with septic shock,2349,10.359185115262855,12.630992229108676,11.0466353223839,1.1434243876517205,Circulatory,Symptoms/signs,Endocarditis and endocardial disease,Unacceptable PDX,3,19.52423907849489
Intestinal obstruction and ileus | Other aftercare encounter,K567,"Ileus, unspecified",Z433,Encounter for attention to colostomy,692,12.08537364597613,13.717302686910251,11.025499512567194,1.244143421463568,Digestive,Factors/status,Intestinal obstruction and ileus,Other aftercare encounter,2,12.08537364597613
Coagulation and hemorrhagic disorders | Hematuria,D6832,Hemorrhagic disord d/t extrinsic circulating anticoagulants,R310,Gross hematuria,1242,18.150747414721195,20.40452651152873,11.014974758348773,1.852435158424959,Blood/immune,Symptoms/signs,Coagulation and hemorrhagic disorders,Hematuria,1,18.150747414721195
Heart failure | Shock,I5023,Acute on chronic systolic (congestive) heart failure,R570,Cardiogenic shock,8902,12.43607037953046,16.967187695084426,11.011619690535284,1.5408439604636976,Circulatory,Symptoms/signs,Heart failure,Shock,6,41.788002910626126
Myopathies | Unacceptable PDX,G7281,Critical illness myopathy,R6521,Severe sepsis with septic shock,1269,12.080639293287025,15.164492839137631,10.983334636239842,1.3806820370474675,Nervous,Symptoms/signs,Myopathies,Unacceptable PDX,2,12.080639293287025
Mental and substance use disorders in remission | Other specified diseases of veins and lymphatics,F1021,"Alcohol dependence, in remission",I8510,Secondary esophageal varices without bleeding,832,17.135539530777265,18.70814110301553,10.918550816530972,1.7134271220948956,Mental/behavioural,Circulatory,Mental and substance use disorders in remission,Other specified diseases of veins and lymphatics,2,17.135539530777265
"Complication of other surgical or medical care, injury, initial encounter | Gangrene",I96,"Gangrene, not elsewhere classified",T8131XA,"Disruption of external operation (surgical) wound, NEC, init",547,13.149918614451282,14.025954384794083,10.91002317243682,1.2856026209210425,Circulatory,Injury/poisoning,Gangrene,"Complication of other surgical or medical care, injury, initial encounter",1,13.149918614451282
Coagulation and hemorrhagic disorders | Other specified and unspecified disorders of stomach and duodenum,D6959,Other secondary thrombocytopenia,K3189,Other diseases of stomach and duodenum,2869,12.521234502192298,14.534676649188915,10.891066163164831,1.3345503949234376,Blood/immune,Digestive,Coagulation and hemorrhagic disorders,Other specified and unspecified disorders of stomach and duodenum,3,34.7205922377509
Trauma- and stressor-related disorders | Unacceptable PDX,F4310,"Post-traumatic stress disorder, unspecified",Z915,Personal history of self-harm,12984,13.938476047103803,19.517000739019107,10.847639296375132,1.799193373395163,Mental/behavioural,Factors/status,Trauma- and stressor-related disorders,Unacceptable PDX,8,27.294628006741355
Hepatic failure | Other specified and unspecified endocrine disorders,E162,"Hypoglycemia, unspecified",K7200,Acute and subacute hepatic failure without coma,1638,10.960607869741276,12.053442705911094,10.828723486044709,1.1130991313468033,Endocrine/metabolic,Digestive,Other specified and unspecified endocrine disorders,Hepatic failure,1,10.960607869741276
"Chronic kidney disease | Complication of other surgical or medical care, injury, initial encounter",N186,End stage renal disease,T80211A,"Bloodstream infection due to central venous catheter, init",2647,9.0919055938309,12.343516062834835,10.823547103395796,1.1404316851877665,Genitourinary,Injury/poisoning,Chronic kidney disease,"Complication of other surgical or medical care, injury, initial encounter",3,9.0919055938309
Diabetes mellitus with complication | Postthrombotic syndrome and venous insufficiency/hypertension,E11622,Type 2 diabetes mellitus with other skin ulcer,I872,Venous insufficiency (chronic) (peripheral),1046,13.984857249191691,15.782455920651511,10.78521658424404,1.4633415840445767,Endocrine/metabolic,Circulatory,Diabetes mellitus with complication,Postthrombotic syndrome and venous insufficiency/hypertension,2,17.324794566841256
Acute and unspecified renal failure | Coma; stupor; and brain damage,G931,"Anoxic brain damage, not elsewhere classified",N170,Acute kidney failure with tubular necrosis,3899,11.073783126611133,13.452774461759278,10.738466582902534,1.2527649416145117,Nervous,Genitourinary,Coma; stupor; and brain damage,Acute and unspecified renal failure,1,11.073783126611133
Aspiration pneumonitis | Postprocedural or postoperative digestive system complication,J690,Pneumonitis due to inhalation of food and vomit,K9423,Gastrostomy malfunction,1639,10.372741460717338,12.924514892799133,10.736816402294634,1.2037567197327648,Respiratory,Digestive,Aspiration pneumonitis,Postprocedural or postoperative digestive system complication,1,10.372741460717338
Epilepsy; convulsions | Nervous system cancers - brain,C719,"Malignant neoplasm of brain, unspecified",R569,Unspecified convulsions,542,12.10154020816596,13.543875454247113,10.70798045037277,1.2648393893710943,Neoplasm,Symptoms/signs,Nervous system cancers - brain,Epilepsy; convulsions,1,12.10154020816596
Coagulation and hemorrhagic disorders | Gastrointestinal hemorrhage,D6832,Hemorrhagic disord d/t extrinsic circulating anticoagulants,K921,Melena,1471,14.31615308077893,16.16977897177427,10.696238824598888,1.5117256857230503,Blood/immune,Digestive,Coagulation and hemorrhagic disorders,Gastrointestinal hemorrhage,4,14.31615308077893
"Internal organ injury, initial encounter | Unacceptable PDX",R402362,"Coma scale, best motor response, obeys commands, EMR",S270XXA,"Traumatic pneumothorax, initial encounter",727,12.549387628385974,13.5939014867405,10.693763855777004,1.2711989595129107,Symptoms/signs,Injury,Unacceptable PDX,"Internal organ injury, initial encounter",4,50.812181916540666
Coma; stupor; and brain damage | Unacceptable PDX,G931,"Anoxic brain damage, not elsewhere classified",R6521,Severe sepsis with septic shock,4454,10.458856336357098,12.988264544990288,10.663804516751291,1.217976616561904,Nervous,Symptoms/signs,Coma; stupor; and brain damage,Unacceptable PDX,12,92.46909584356212
Epilepsy; convulsions | Secondary malignancies,C7931,Secondary malignant neoplasm of brain,G4089,Other seizures,556,11.38829550005048,12.152942345412232,10.660973358076658,1.139946788836619,Neoplasm,Nervous,Secondary malignancies,Epilepsy; convulsions,1,11.38829550005048
"Fracture of head and neck, initial encounter | Respiratory failure; insufficiency; arrest",J9600,"Acute respiratory failure, unsp w hypoxia or hypercapnia",S0219XA,"Oth fracture of base of skull, init for clos fx",553,12.3707770096503,13.709375212914235,10.660617011394796,1.2859832782906202,Respiratory,Injury,Respiratory failure; insufficiency; arrest,"Fracture of head and neck, initial encounter",1,12.3707770096503
Bipolar and related disorders | Unacceptable PDX,F3181,Bipolar II disorder,Z915,Personal history of self-harm,1633,15.450920542050264,18.30641485618716,10.65562638230008,1.7180045733018288,Mental/behavioural,Factors/status,Bipolar and related disorders,Unacceptable PDX,8,23.993898032421
Circulatory signs and symptoms | Complications specified during childbirth,O7589,Other specified complications of labor and delivery,R030,"Elevated blood-pressure reading, w/o diagnosis of htn",1074,16.68454618490242,18.41236779673103,10.632316140314025,1.73173629844562,Pregnancy/childbirth,Symptoms/signs,Complications specified during childbirth,Circulatory signs and symptoms,1,16.68454618490242
Acute posthemorrhagic anemia | Gastrointestinal hemorrhage,D62,Acute posthemorrhagic anemia,K922,"Gastrointestinal hemorrhage, unspecified",22180,7.683178098397215,13.801290769690835,10.62251141351726,1.2992493236701583,Blood/immune,Digestive,Acute posthemorrhagic anemia,Gastrointestinal hemorrhage,3,12.636911469547364
"Effect of foreign body entering opening, initial encounter | Respiratory failure; insufficiency; arrest",J9621,Acute and chronic respiratory failure with hypoxia,T17990A,"Oth forn obj in resp tract, part unsp in cause asphyx, init",1294,10.29444796418311,13.79263976966869,10.619172985644338,1.2988431197339418,Respiratory,Injury/poisoning,Respiratory failure; insufficiency; arrest,"Effect of foreign body entering opening, initial encounter",7,11.77673075409712
Infective arthritis | Unacceptable PDX,B9561,Methicillin suscep staph infct causing dis classd elswhr,M009,"Pyogenic arthritis, unspecified",664,13.307404012909332,14.447188745784237,10.57678459027426,1.3659339114336273,Infectious,Musculoskeletal,Unacceptable PDX,Infective arthritis,1,13.307404012909332
Diabetes mellitus with complication | Other general signs and symptoms,E11649,Type 2 diabetes mellitus with hypoglycemia without coma,R680,"Hypothermia, not associated w low environmental temperature",1193,11.55376378418414,13.198904184764476,10.558452709471254,1.2500793959066234,Endocrine/metabolic,Symptoms/signs,Diabetes mellitus with complication,Other general signs and symptoms,1,11.55376378418414
Coagulation and hemorrhagic disorders | Leukemia - acute myeloid leukemia (AML),C9200,"Acute myeloblastic leukemia, not having achieved remission",D6959,Other secondary thrombocytopenia,940,11.716628439862507,13.089404332045174,10.530529872920903,1.2429957931845743,Neoplasm,Blood/immune,Leukemia - acute myeloid leukemia (AML),Coagulation and hemorrhagic disorders,1,11.716628439862507
Diabetes mellitus with complication | Proteinuria,E1121,Type 2 diabetes mellitus with diabetic nephropathy,R809,"Proteinuria, unspecified",964,11.707339051900515,12.924898752778468,10.514668734115295,1.229225482952504,Endocrine/metabolic,Symptoms/signs,Diabetes mellitus with complication,Proteinuria,1,11.707339051900515
Pulmonary heart disease | Unacceptable PDX,I2781,Cor pulmonale (chronic),Z9981,Dependence on supplemental oxygen,3856,10.922236738473126,16.16603643367491,10.501688244381386,1.5393750088062332,Circulatory,Factors/status,Pulmonary heart disease,Unacceptable PDX,5,12.616935045778863
Acute and unspecified renal failure | Myopathies,G7281,Critical illness myopathy,N170,Acute kidney failure with tubular necrosis,1059,12.193631019713864,14.710986010262864,10.481144724697463,1.4035667283172155,Nervous,Genitourinary,Myopathies,Acute and unspecified renal failure,1,12.193631019713864
Abdominal pain and other digestive/abdomen signs and symptoms | Female reproductive system cancers - ovary,C569,Malignant neoplasm of unspecified ovary,R188,Other ascites,1031,12.16102206247354,14.01191363430796,10.431954143868994,1.3431724719134197,Neoplasm,Symptoms/signs,Female reproductive system cancers - ovary,Abdominal pain and other digestive/abdomen signs and symptoms,1,12.16102206247354
Diabetes mellitus with complication | Unacceptable PDX,D631,Anemia in chronic kidney disease,E1121,Type 2 diabetes mellitus with diabetic nephropathy,16307,9.90521671027132,15.091569487315754,10.426297362716566,1.447452433236918,Blood/immune,Endocrine/metabolic,Unacceptable PDX,Diabetes mellitus with complication,92,83.37833493173555
"Pericarditis and pericardial disease | Pleurisy, pleural effusion and pulmonary collapse",I313,Pericardial effusion (noninflammatory),J90,"Pleural effusion, not elsewhere classified",6900,10.58959050679452,13.506172160798476,10.41720859387932,1.2965250757034943,Circulatory,Respiratory,Pericarditis and pericardial disease,"Pleurisy, pleural effusion and pulmonary collapse",1,10.58959050679452
Drug induced or toxic related condition | Unacceptable PDX,G620,Drug-induced polyneuropathy,Z9221,Personal history of antineoplastic chemotherapy,1227,11.86187646844023,14.220156910037822,10.412964994395525,1.3656203509462876,Nervous,Factors/status,Drug induced or toxic related condition,Unacceptable PDX,5,18.93917816855865
Multiple sclerosis | Pressure ulcer of skin,G35,Multiple sclerosis,L89154,"Pressure ulcer of sacral region, stage 4",903,10.92522023495657,11.749141423787515,10.392475989185185,1.1305430424870966,Nervous,Skin,Multiple sclerosis,Pressure ulcer of skin,1,10.92522023495657
Aspiration pneumonitis | Other specified status,J690,Pneumonitis due to inhalation of food and vomit,Z9911,Dependence on respirator [ventilator] status,3537,9.291377711683458,11.415439792442069,10.37542956625575,1.100237799268453,Respiratory,Factors/status,Aspiration pneumonitis,Other specified status,1,9.291377711683458
Other specified inflammatory condition of skin | Sickle cell trait/anemia,D5700,"Hb-SS disease with crisis, unspecified",L299,"Pruritus, unspecified",507,12.664056882792575,13.412928147773064,10.374018130585537,1.2929347123683892,Blood/immune,Skin,Sickle cell trait/anemia,Other specified inflammatory condition of skin,1,12.664056882792575
Hypertension with complications and secondary hypertension | Other specified and unspecified lower respiratory disease,I161,Hypertensive emergency,J810,Acute pulmonary edema,1697,11.606361527000312,13.0389090751114,10.34350455681096,1.2605890975825575,Circulatory,Respiratory,Hypertension with complications and secondary hypertension,Other specified and unspecified lower respiratory disease,1,11.606361527000312
Hypertension with complications and secondary hypertension | Nervous system signs and symptoms,I674,Hypertensive encephalopathy,R4701,Aphasia,751,13.46023170117708,15.24265677917113,10.31596057482908,1.477579976057991,Circulatory,Symptoms/signs,Hypertension with complications and secondary hypertension,Nervous system signs and symptoms,1,13.46023170117708
Acute pulmonary embolism | Coagulation and hemorrhagic disorders,D6859,Other primary thrombophilia,I2699,Other pulmonary embolism without acute cor pulmonale,1497,10.813480997077946,12.155841241733311,10.27259580548504,1.183327123144738,Blood/immune,Circulatory,Coagulation and hemorrhagic disorders,Acute pulmonary embolism,1,10.813480997077946
Other specified and unspecified lower respiratory disease | Scoliosis and other postural dorsopathic deformities,J984,Other disorders of lung,M419,"Scoliosis, unspecified",934,11.028655842493473,11.860117009891402,10.23134841539352,1.1591939330349972,Respiratory,Musculoskeletal,Other specified and unspecified lower respiratory disease,Scoliosis and other postural dorsopathic deformities,1,11.028655842493473
Muscle disorders | Paralysis (other than cerebral palsy),G8220,"Paraplegia, unspecified",M62838,Other muscle spasm,511,12.490068421464962,13.264915674091242,10.220965274373937,1.297814376431658,Nervous,Musculoskeletal,Paralysis (other than cerebral palsy),Muscle disorders,1,12.490068421464962
Nutritional anemia | Other specified female genital disorders,D500,Iron deficiency anemia secondary to blood loss (chronic),N939,"Abnormal uterine and vaginal bleeding, unspecified",709,10.188292889113972,11.13609718950354,10.212068174737592,1.090484023309969,Blood/immune,Genitourinary,Nutritional anemia,Other specified female genital disorders,2,17.796084790113287
Other specified and unspecified diseases of bladder and urethra | Urinary system cancers - bladder,C679,"Malignant neoplasm of bladder, unspecified",N3289,Other specified disorders of bladder,522,17.627048473448607,18.911762078388392,10.210078361519194,1.852264146146518,Neoplasm,Genitourinary,Urinary system cancers - bladder,Other specified and unspecified diseases of bladder and urethra,1,17.627048473448607
Diabetes mellitus with complication | Other specified and unspecified diseases of kidney and ureters,E1121,Type 2 diabetes mellitus with diabetic nephropathy,N2581,Secondary hyperparathyroidism of renal origin,5810,11.804731164057856,14.327015124650336,10.15412086426927,1.4109557406456343,Endocrine/metabolic,Genitourinary,Diabetes mellitus with complication,Other specified and unspecified diseases of kidney and ureters,7,12.643793782022994
Pressure ulcer of skin | Septicemia,A4159,Other Gram-negative sepsis,L89154,"Pressure ulcer of sacral region, stage 4",513,12.55371055099145,13.297606848196176,10.129980654498292,1.3126981483712188,Infectious,Skin,Septicemia,Pressure ulcer of skin,1,12.55371055099145
Nervous system pain and pain syndromes | Spondylopathies/spondyloarthropathy (including infective),G8929,Other chronic pain,M542,Cervicalgia,10576,7.820359908720593,12.613023307598985,10.125090068649508,1.245719615537338,Nervous,Musculoskeletal,Nervous system pain and pain syndromes,Spondylopathies/spondyloarthropathy (including infective),3,8.691855136851792
Postprocedural or postoperative respiratory system complication | Shock,J95821,Acute postprocedural respiratory failure,R570,Cardiogenic shock,629,12.169548816168808,13.166559773823936,10.105643724579132,1.302891743729297,Respiratory,Symptoms/signs,Postprocedural or postoperative respiratory system complication,Shock,1,12.169548816168808
Chronic kidney disease | Other specified and unspecified endocrine disorders,E213,"Hyperparathyroidism, unspecified",N186,End stage renal disease,3290,9.115943353072105,12.422870094580288,10.090101354737786,1.2311937866458749,Endocrine/metabolic,Genitourinary,Other specified and unspecified endocrine disorders,Chronic kidney disease,3,9.448031511064924
Neurocognitive disorders | Unacceptable PDX,F05,Delirium due to known physiological condition,Z781,Physical restraint status,3941,10.22492889354945,11.809826758998891,10.06353203590206,1.1735270198243373,Mental/behavioural,Factors/status,Neurocognitive disorders,Unacceptable PDX,4,10.22492889354945
Conditions due to neoplasm or the treatment of neoplasm | Gastrointestinal cancers - colorectal,C189,"Malignant neoplasm of colon, unspecified",G893,Neoplasm related pain (acute) (chronic),902,12.405194957879996,13.574457228645317,10.046307159332237,1.35118875158378,Neoplasm,Nervous,Gastrointestinal cancers - colorectal,Conditions due to neoplasm or the treatment of neoplasm,3,17.6467148185689
Calculus of urinary tract | Unacceptable PDX,N200,Calculus of kidney,Z87442,Personal history of urinary calculi,5664,10.286207257719,12.488157712669418,10.02332985023376,1.2459090840334035,Genitourinary,Factors/status,Calculus of urinary tract,Unacceptable PDX,5,18.765185350051585
Hematuria | Urinary tract infections,N136,Pyonephrosis,R310,Gross hematuria,2170,11.15751834102567,12.488879514029916,10.01565521837825,1.2469358461055466,Genitourinary,Symptoms/signs,Urinary tract infections,Hematuria,1,11.15751834102567
Coronary atherosclerosis and other heart disease | Unacceptable PDX,I252,Old myocardial infarction,Z955,Presence of coronary angioplasty implant and graft,122942,7.952445000092294,18.621533737361187,10.001117281252853,1.861945342073665,Circulatory,Factors/status,Coronary atherosclerosis and other heart disease,Unacceptable PDX,4,18.18749750407016
Immunity disorders | Unacceptable PDX,D860,Sarcoidosis of lung,Z7952,Long term (current) use of systemic steroids,811,11.242693502279058,13.291544590986147,9.989806395493217,1.330510729115078,Blood/immune,Factors/status,Immunity disorders,Unacceptable PDX,2,11.242693502279058
"Opioid-related disorders | Poisoning by drugs, initial encounter",F1120,"Opioid dependence, uncomplicated",T402X1A,"Poisoning by oth opioids, accidental (unintentional), init",669,12.907308101201416,14.890794668718046,9.989769320495654,1.4906044565180432,Mental/behavioural,Injury/poisoning,Opioid-related disorders,"Poisoning by drugs, initial encounter",2,12.907308101201416
Epilepsy; convulsions | Other nervous system disorders (often hereditary or degenerative),G253,Myoclonus,R569,Unspecified convulsions,667,10.199399843556176,11.22286333501408,9.977497048583992,1.1248175048677995,Nervous,Symptoms/signs,Other nervous system disorders (often hereditary or degenerative),Epilepsy; convulsions,1,10.199399843556176
Abdominal hernia | Respiratory perinatal condition,K429,Umbilical hernia without obstruction or gangrene,P284,Other apnea of newborn,732,10.328350850344728,10.976061262888424,9.970629069268208,1.1008393940477832,Digestive,Perinatal,Abdominal hernia,Respiratory perinatal condition,1,10.328350850344728
Conduction disorders | Shock,I442,"Atrioventricular block, complete",R570,Cardiogenic shock,1895,13.209464081120425,14.836964367988395,9.92661937536028,1.4946643773626,Circulatory,Symptoms/signs,Conduction disorders,Shock,1,13.209464081120425
Cerebral infarction | Skin/Subcutaneous signs and symptoms,I639,"Cerebral infarction, unspecified",R200,Anesthesia of skin,1522,10.275788452361011,11.370495163417536,9.889033922187766,1.149808490180811,Circulatory,Symptoms/signs,Cerebral infarction,Skin/Subcutaneous signs and symptoms,1,10.275788452361011
Chronic kidney disease | Fluid and electrolyte disorders,E8770,"Fluid overload, unspecified",N186,End stage renal disease,20924,8.879021646209573,12.968789992786611,9.878395714358511,1.3128437418169157,Endocrine/metabolic,Genitourinary,Fluid and electrolyte disorders,Chronic kidney disease,6,17.029834801981035
Occlusion or stenosis of precerebral or cerebral arteries without infarction | Paralysis (other than cerebral palsy),G8194,"Hemiplegia, unspecified affecting left nondominant side",I6521,Occlusion and stenosis of right carotid artery,1514,13.309254904805965,14.844160420668072,9.852550522747718,1.5066312409558975,Nervous,Circulatory,Paralysis (other than cerebral palsy),Occlusion or stenosis of precerebral or cerebral arteries without infarction,4,14.0609676042699
Other aftercare encounter | Secondary malignancies,C787,Secondary malig neoplasm of liver and intrahepatic bile duct,Z515,Encounter for palliative care,15562,8.762751457557345,12.199499166989511,9.829934403407623,1.2410560097695522,Neoplasm,Factors/status,Secondary malignancies,Other aftercare encounter,12,9.34180970405751
Suicidal ideation/attempt/intentional self-harm | Trauma- and stressor-related disorders,F4310,"Post-traumatic stress disorder, unspecified",R45851,Suicidal ideations,24709,10.8719760147817,16.48272845672186,9.810546761473574,1.6801029399758045,Mental/behavioural,Symptoms/signs,Trauma- and stressor-related disorders,Suicidal ideation/attempt/intentional self-harm,6,12.487430286890485
Acute phlebitis; thrombophlebitis and thromboembolism | Secondary malignancies,C787,Secondary malig neoplasm of liver and intrahepatic bile duct,I81,Portal vein thrombosis,1244,12.176146707040347,13.781860991692238,9.784447855259774,1.4085476457706905,Neoplasm,Circulatory,Secondary malignancies,Acute phlebitis; thrombophlebitis and thromboembolism,1,12.176146707040347
Acute and unspecified renal failure | Other specified status,N170,Acute kidney failure with tubular necrosis,Z9911,Dependence on respirator [ventilator] status,2627,9.496366717642305,11.097179429842498,9.771095232626385,1.1357150007901085,Genitourinary,Factors/status,Acute and unspecified renal failure,Other specified status,1,9.496366717642305
Abdominal pain and other digestive/abdomen signs and symptoms | Nutritional anemia,D500,Iron deficiency anemia secondary to blood loss (chronic),R195,Other fecal abnormalities,871,11.49398034623251,12.741721984605029,9.769690539635343,1.304209374177436,Blood/immune,Symptoms/signs,Nutritional anemia,Abdominal pain and other digestive/abdomen signs and symptoms,1,11.49398034623251
Headache; including migraine | Spondylopathies/spondyloarthropathy (including infective),M542,Cervicalgia,R51,Headache,2307,10.09363522244167,11.347581372047058,9.745862343014148,1.1643486202307205,Musculoskeletal,Symptoms/signs,Spondylopathies/spondyloarthropathy (including infective),Headache; including migraine,1,10.09363522244167
Cardiac arrest and ventricular fibrillation | Other general signs and symptoms,I469,"Cardiac arrest, cause unspecified",R680,"Hypothermia, not associated w low environmental temperature",501,11.570285894749896,12.327432466838696,9.70875659700487,1.2697230941644664,Circulatory,Symptoms/signs,Cardiac arrest and ventricular fibrillation,Other general signs and symptoms,1,11.570285894749896
